accepted_fraction,accepted_fraction_terminal,avg_latency_sec,avg_reward,avg_tokens_per_sec,backend,controller_consume_delay_sec,dataset,decoupled_objective,device,dropped_fraction,dropped_fraction_terminal,dropped_interrupted_count,dropped_stale_count,effective_updates_per_second,epochs,final_policy_version,generation_chunk_size,grad_clip,grpo_epsilon,grpo_group_size,grpo_kl_coef,hf_attn_impl,hf_chat_template,hf_dtype,hf_model_id,interrupt_check_interval_sec,interrupt_count_total,interrupted_samples_count,learner_delay_sec,lr,max_interrupt_retries,max_new_tokens,max_staleness,mean_staleness,mode,num_accepted,num_dropped,num_rollout_workers,num_terminal_seen,num_total_seen,num_trainer_workers,pass_rate,pass_rate_per_update,producer_delay_sec,queue_maxsize,queue_trace_interval_sec,replay_dispatch_delay_sec,resumed,return_code,reward_per_second,reward_per_update,reward_timeout_sec,rollout_chunk_delay_sec,rollout_devices,run_dir,run_name,seed,setup_wall_clock_sec,staleness_k,temperature,top_p,total_wall_clock_sec,train_buffer_size,trainer_devices,update_batch_size,update_count,wall_clock_sec,weight_decay
1.0,,0.0002477020025253296,0.07291666666666667,34.26289558181367,hf_trainable,,data/gsm8k_train.jsonl,0,auto,0.0,,,0,0.11156922129902275,1,24,,1.0,0.2,0,0.02,eager,1,float32,Qwen/Qwen2.5-0.5B-Instruct,,,,0.0,5e-06,,96,1,0.23958333333333334,async_train,96,0,,,96,,0.07291666666666667,0.2916666666666667,0.0,256,0.1,,True,0,0.03254102287888164,0.2916666666666667,2.0,,,results/experiments/final_report_8h_interactive_20260421_195453/gsm8k/async/011__mode-async_train__k-4__seed-1__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-na__nt-na__pdelay-0.0__ldelay-0.0__dec-0,011__mode-async_train__k-4__seed-1__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-na__nt-na__pdelay-0.0__ldelay-0.0__dec-0,1,,4,0.9,0.95,,96,,4,24,215.11309051513672,0.0
1.0,,0.00025264670451482135,0.020833333333333332,34.85631918747001,hf_trainable,,data/gsm8k_train.jsonl,1,auto,0.0,,,0,0.09015782898243205,1,24,,1.0,0.2,0,0.02,eager,1,float32,Qwen/Qwen2.5-0.5B-Instruct,,,,0.0,5e-06,,96,1,0.23958333333333334,async_train,96,0,,,96,,0.020833333333333332,0.08333333333333333,0.0,256,0.1,,True,0,0.00751315241520267,0.08333333333333333,2.0,,,results/experiments/final_report_8h_interactive_20260421_195453/gsm8k/async/012__mode-async_train__k-4__seed-1__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-na__nt-na__pdelay-0.0__ldelay-0.0__dec-1,012__mode-async_train__k-4__seed-1__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-na__nt-na__pdelay-0.0__ldelay-0.0__dec-1,1,,4,0.9,0.95,,96,,4,24,266.1998438835144,0.0
1.0,,0.0003012468417485555,0.0625,29.786952719336103,hf_trainable,,data/gsm8k_train.jsonl,0,auto,0.0,,,0,0.08064964212152025,1,24,,1.0,0.2,0,0.02,eager,1,float32,Qwen/Qwen2.5-0.5B-Instruct,,,,0.0,5e-06,,96,1,0.23958333333333334,async_train,96,0,,,96,,0.0625,0.25,0.0,256,0.1,,,0,0.02016241053038006,0.25,2.0,,,results/experiments/final_report_8h_interactive_20260421_195453/gsm8k/async/013__mode-async_train__k-8__seed-0__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-na__nt-na__pdelay-0.0__ldelay-0.0__dec-0,013__mode-async_train__k-8__seed-0__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-na__nt-na__pdelay-0.0__ldelay-0.0__dec-0,0,,8,0.9,0.95,,96,,4,24,297.5834655761719,0.0
1.0,,0.00027891000111897785,0.0,30.15551253953065,hf_trainable,,data/gsm8k_train.jsonl,1,auto,0.0,,,0,0.07805177075618387,1,24,,1.0,0.2,0,0.02,eager,1,float32,Qwen/Qwen2.5-0.5B-Instruct,,,,0.0,5e-06,,96,1,0.23958333333333334,async_train,96,0,,,96,,0.0,0.0,0.0,256,0.1,,,0,0.0,0.0,2.0,,,results/experiments/final_report_8h_interactive_20260421_195453/gsm8k/async/014__mode-async_train__k-8__seed-0__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-na__nt-na__pdelay-0.0__ldelay-0.0__dec-1,014__mode-async_train__k-8__seed-0__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-na__nt-na__pdelay-0.0__ldelay-0.0__dec-1,0,,8,0.9,0.95,,96,,4,24,307.48821926116943,0.0
1.0,,0.0002700413266817729,0.07291666666666667,30.005665926198755,hf_trainable,,data/gsm8k_train.jsonl,0,auto,0.0,,,0,0.09738965343444736,1,24,,1.0,0.2,0,0.02,eager,1,float32,Qwen/Qwen2.5-0.5B-Instruct,,,,0.0,5e-06,,96,1,0.23958333333333334,async_train,96,0,,,96,,0.07291666666666667,0.2916666666666667,0.0,256,0.1,,,0,0.028405315585047147,0.2916666666666667,2.0,,,results/experiments/final_report_8h_interactive_20260421_195453/gsm8k/async/015__mode-async_train__k-8__seed-1__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-na__nt-na__pdelay-0.0__ldelay-0.0__dec-0,015__mode-async_train__k-8__seed-1__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-na__nt-na__pdelay-0.0__ldelay-0.0__dec-0,1,,8,0.9,0.95,,96,,4,24,246.43274879455566,0.0
1.0,,0.00029645363489786786,0.020833333333333332,30.316956844945995,hf_trainable,,data/gsm8k_train.jsonl,1,auto,0.0,,,0,0.07848721744731586,1,24,,1.0,0.2,0,0.02,eager,1,float32,Qwen/Qwen2.5-0.5B-Instruct,,,,0.0,5e-06,,96,1,0.23958333333333334,async_train,96,0,,,96,,0.020833333333333332,0.08333333333333333,0.0,256,0.1,,,0,0.006540601453942988,0.08333333333333333,2.0,,,results/experiments/final_report_8h_interactive_20260421_195453/gsm8k/async/016__mode-async_train__k-8__seed-1__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-na__nt-na__pdelay-0.0__ldelay-0.0__dec-1,016__mode-async_train__k-8__seed-1__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-na__nt-na__pdelay-0.0__ldelay-0.0__dec-1,1,,8,0.9,0.95,,96,,4,24,305.78227615356445,0.0
0.6695652173913044,0.8020833333333334,,0.09090909090909091,32.447789917589695,hf_trainable,0.0,data/gsm8k_train.jsonl,0,auto,0.16521739130434782,0.19791666666666666,0,19,0.06611812030573744,1,20,1,1.0,0.2,0,0.02,eager,1,float32,Qwen/Qwen2.5-0.5B-Instruct,0.05,19,19,0.0,5e-06,1,96,0,0.0,async_areal_style,77,19,1,96,115,1,0.09090909090909091,0.35,0.0,256,0.1,0.0,,0,0.023141342107008106,0.35,2.0,0.0,cuda:0,results/experiments/final_report_8h_interactive_20260421_195453/gsm8k/async/017__mode-async_areal_style__k-0__seed-0__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-0,017__mode-async_areal_style__k-0__seed-0__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-0,0,14.379544734954834,0,0.9,0.95,316.86848282814026,,cuda:1,4,20,302.4889380931854,0.0
0.6695652173913044,0.8020833333333334,,0.05194805194805195,32.51668673665592,hf_trainable,0.0,data/gsm8k_train.jsonl,1,auto,0.16521739130434782,0.19791666666666666,0,19,0.06725292552332138,1,20,1,1.0,0.2,0,0.02,eager,1,float32,Qwen/Qwen2.5-0.5B-Instruct,0.05,19,19,0.0,5e-06,1,96,0,0.0,async_areal_style,77,19,1,96,115,1,0.05194805194805195,0.2,0.0,256,0.1,0.0,,0,0.013450585104664277,0.2,2.0,0.0,cuda:0,results/experiments/final_report_8h_interactive_20260421_195453/gsm8k/async/018__mode-async_areal_style__k-0__seed-0__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-1,018__mode-async_areal_style__k-0__seed-0__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-1,0,11.981356382369995,0,0.9,0.95,309.3661890029907,,cuda:1,4,20,297.3848326206207,0.0
0.6695652173913044,0.8020833333333334,,0.025974025974025976,32.04702277335261,hf_trainable,0.0,data/gsm8k_train.jsonl,0,auto,0.16521739130434782,0.19791666666666666,0,19,0.0651141178978384,1,20,1,1.0,0.2,0,0.02,eager,1,float32,Qwen/Qwen2.5-0.5B-Instruct,0.05,19,19,0.0,5e-06,1,96,0,0.0,async_areal_style,77,19,1,96,115,1,0.025974025974025976,0.1,0.0,256,0.1,0.0,,0,0.006511411789783841,0.1,2.0,0.0,cuda:0,results/experiments/final_report_8h_interactive_20260421_195453/gsm8k/async/019__mode-async_areal_style__k-0__seed-1__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-0,019__mode-async_areal_style__k-0__seed-1__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-0,1,11.442835807800293,0,0.9,0.95,318.59588718414307,,cuda:1,4,20,307.1530513763428,0.0
0.6695652173913044,0.8020833333333334,,0.0,31.895778025423954,hf_trainable,0.0,data/gsm8k_train.jsonl,1,auto,0.16521739130434782,0.19791666666666666,0,19,0.06466590887949238,1,20,1,1.0,0.2,0,0.02,eager,1,float32,Qwen/Qwen2.5-0.5B-Instruct,0.05,19,19,0.0,5e-06,1,96,0,0.0,async_areal_style,77,19,1,96,115,1,0.0,0.0,0.0,256,0.1,0.0,,0,0.0,0.0,2.0,0.0,cuda:0,results/experiments/final_report_8h_interactive_20260421_195453/gsm8k/async/020__mode-async_areal_style__k-0__seed-1__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-1,020__mode-async_areal_style__k-0__seed-1__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-1,1,11.32526421546936,0,0.9,0.95,320.60723900794983,,cuda:1,4,20,309.28197479248047,0.0
0.8067226890756303,1.0,,0.03125,32.14978604910807,hf_trainable,0.0,data/gsm8k_train.jsonl,0,auto,0.0,0.0,0,0,0.07775470068008032,1,24,1,1.0,0.2,0,0.02,eager,1,float32,Qwen/Qwen2.5-0.5B-Instruct,0.05,23,23,0.0,5e-06,1,96,1,0.23958333333333334,async_areal_style,96,0,1,96,119,1,0.03125,0.125,0.0,256,0.1,0.0,,0,0.00971933758501004,0.125,2.0,0.0,cuda:0,results/experiments/final_report_8h_interactive_20260421_195453/gsm8k/async/021__mode-async_areal_style__k-2__seed-0__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-0,021__mode-async_areal_style__k-2__seed-0__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-0,0,11.544920206069946,2,0.9,0.95,320.20793080329895,,cuda:1,4,24,308.663010597229,0.0
0.8067226890756303,1.0,,0.020833333333333332,31.901004408509497,hf_trainable,0.0,data/gsm8k_train.jsonl,1,auto,0.0,0.0,0,0,0.07714937467968892,1,24,1,1.0,0.2,0,0.02,eager,1,float32,Qwen/Qwen2.5-0.5B-Instruct,0.05,23,23,0.0,5e-06,1,96,1,0.23958333333333334,async_areal_style,96,0,1,96,119,1,0.020833333333333332,0.08333333333333333,0.0,256,0.1,0.0,,0,0.006429114556640744,0.08333333333333333,2.0,0.0,cuda:0,results/experiments/final_report_8h_interactive_20260421_195453/gsm8k/async/022__mode-async_areal_style__k-2__seed-0__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-1,022__mode-async_areal_style__k-2__seed-0__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-1,0,12.008213758468628,2,0.9,0.95,323.0930423736572,,cuda:1,4,24,311.0848286151886,0.0
0.8067226890756303,1.0,,0.041666666666666664,31.976722705335476,hf_trainable,0.0,data/gsm8k_train.jsonl,0,auto,0.0,0.0,0,0,0.07766885591357142,1,24,1,1.0,0.2,0,0.02,eager,1,float32,Qwen/Qwen2.5-0.5B-Instruct,0.05,23,23,0.0,5e-06,1,96,1,0.23958333333333334,async_areal_style,96,0,1,96,119,1,0.041666666666666664,0.16666666666666666,0.0,256,0.1,0.0,,0,0.012944809318928571,0.16666666666666666,2.0,0.0,cuda:0,results/experiments/final_report_8h_interactive_20260421_195453/gsm8k/async/023__mode-async_areal_style__k-2__seed-1__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-0,023__mode-async_areal_style__k-2__seed-1__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-0,1,11.696650505065918,2,0.9,0.95,320.7008159160614,,cuda:1,4,24,309.0041654109955,0.0
0.8067226890756303,1.0,,0.0,31.90742198908144,hf_trainable,0.0,data/gsm8k_train.jsonl,1,auto,0.0,0.0,0,0,0.0771768305128575,1,24,1,1.0,0.2,0,0.02,eager,1,float32,Qwen/Qwen2.5-0.5B-Instruct,0.05,23,23,0.0,5e-06,1,96,1,0.23958333333333334,async_areal_style,96,0,1,96,119,1,0.0,0.0,0.0,256,0.1,0.0,,0,0.0,0.0,2.0,0.0,cuda:0,results/experiments/final_report_8h_interactive_20260421_195453/gsm8k/async/024__mode-async_areal_style__k-2__seed-1__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-1,024__mode-async_areal_style__k-2__seed-1__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-1,1,11.419250965118408,2,0.9,0.95,322.39341044425964,,cuda:1,4,24,310.97415947914124,0.0
0.8067226890756303,1.0,,0.14583333333333334,31.831190287790005,hf_trainable,0.0,data/gsm8k_train.jsonl,0,auto,0.0,0.0,0,0,0.08040114837067504,1,24,1,1.0,0.2,0,0.02,eager,1,float32,Qwen/Qwen2.5-0.5B-Instruct,0.05,23,23,0.0,5e-06,1,96,1,0.23958333333333334,async_areal_style,96,0,1,96,119,1,0.14583333333333334,0.5833333333333334,0.0,256,0.1,0.0,,0,0.04690066988289377,0.5833333333333334,2.0,0.0,cuda:0,results/experiments/final_report_8h_interactive_20260421_195453/gsm8k/async/025__mode-async_areal_style__k-4__seed-0__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-0,025__mode-async_areal_style__k-4__seed-0__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-0,0,11.544978141784668,4,0.9,0.95,310.04817724227905,,cuda:1,4,24,298.5031991004944,0.0
0.8067226890756303,1.0,,0.041666666666666664,31.95044994091735,hf_trainable,0.0,data/gsm8k_train.jsonl,1,auto,0.0,0.0,0,0,0.07734175797267438,1,24,1,1.0,0.2,0,0.02,eager,1,float32,Qwen/Qwen2.5-0.5B-Instruct,0.05,23,23,0.0,5e-06,1,96,1,0.23958333333333334,async_areal_style,96,0,1,96,119,1,0.041666666666666664,0.16666666666666666,0.0,256,0.1,0.0,,0,0.01289029299544573,0.16666666666666666,2.0,0.0,cuda:0,results/experiments/final_report_8h_interactive_20260421_195453/gsm8k/async/026__mode-async_areal_style__k-4__seed-0__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-1,026__mode-async_areal_style__k-4__seed-0__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-1,0,11.52433466911316,4,0.9,0.95,321.83535718917847,,cuda:1,4,24,310.3110225200653,0.0
0.8067226890756303,1.0,,0.041666666666666664,32.4398226184542,hf_trainable,0.0,data/gsm8k_train.jsonl,0,auto,0.0,0.0,0,0,0.07882716943454283,1,24,1,1.0,0.2,0,0.02,eager,1,float32,Qwen/Qwen2.5-0.5B-Instruct,0.05,23,23,0.0,5e-06,1,96,1,0.23958333333333334,async_areal_style,96,0,1,96,119,1,0.041666666666666664,0.16666666666666666,0.0,256,0.1,0.0,,0,0.013137861572423805,0.16666666666666666,2.0,0.0,cuda:0,results/experiments/final_report_8h_interactive_20260421_195453/gsm8k/async/027__mode-async_areal_style__k-4__seed-1__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-0,027__mode-async_areal_style__k-4__seed-1__ub-4__q-256__ep-1__b-hf_trainable__lr-5e-06__nr-1__nt-1__pdelay-0.0__ldelay-0.0__dec-0,1,11.207209587097168,4,0.9,0.95,315.6707615852356,,cuda:1,4,24,304.4635519981384,0.0
